"","ID","country","secano.area","total.area","secano.pct","mirca.start","mirca.end","N.app.0d","N.app.40d","Coincidencias","New_FPU","NFPU_INT","New_Basin","Basin_Name","Region","elev","variedad.1","SecondAppDay","NOM_MUNICI","NOMBRE_DPT"
"32","2149","Colombia",288,288,100,76,166,57.6453018188477,NA,2149,"ORI_COL",199,"ORI","Orinoco","AND",165,"IB0056_FM6",34,"SAN LUIS DE PALENQUE","CASANARE"
"33","2059","Colombia",347.4,347.4,100,76,166,57.6453018188477,NA,2059,"ORI_COL",199,"ORI","Orinoco","AND",2610,"IB0006_INRA",61,"TAME","ARAUCA"
"34","2060","Colombia",1970.3,1970.3,100,76,166,57.6453018188477,NA,2060,"ORI_COL",199,"ORI","Orinoco","AND",404,"IB0056_FM6",35,"TAME","ARAUCA"
"35","1667","Colombia",1483.7,1483.7,100,76,166,57.6453018188477,NA,1667,"NWS_COL",183,"NWS","Northwest_South_America","AND",335,"IB0056_FM6",36,"DIBULLA","LA GUAJIRA"
"36","1668","Colombia",3114.2,3114.2,100,76,166,57.6453018188477,NA,1668,"NWS_COL",183,"NWS","Northwest_South_America","AND",156,"IB0056_FM6",35,"RIOHACHA","LA GUAJIRA"
"37","1688","Colombia",4756.9,4756.9,100,76,166,57.6453018188477,NA,1688,"NWS_COL",183,"NWS","Northwest_South_America","AND",1117,"IB0056_FM6",41,"SAN JUAN DEL CESAR","LA GUAJIRA"
"38","1689","Colombia",1577.6,1579.9,99.8544211658966,76,166,103.732597351074,NA,1689,"NWS_COL",183,"NWS","Northwest_South_America","AND",727,"IB0056_FM6",39,"FONSECA","LA GUAJIRA"
"39","1669","Colombia",2626.9,2650.1,99.124561337308,116,166,103.732597351074,NA,1669,"NWS_COL",183,"NWS","Northwest_South_America","AND",114,"IB0056_FM6",35,"MAICAO","LA GUAJIRA"
"40","1686","Colombia",3279.9,3279.9,100,76,166,57.6453018188477,NA,1686,"NWS_COL",183,"NWS","Northwest_South_America","AND",162,"IB0056_FM6",34,"PUEBLOVIEJO","MAGDALENA"
"41","1666","Colombia",392.4,392.4,100,76,166,57.6453018188477,NA,1666,"NWS_COL",183,"NWS","Northwest_South_America","AND",589,"IB0056_FM6",37,"SANTA MARTA (Distrito Turístico Cultural e Histórico)","MAGDALENA"
"42","1719","Colombia",5780.3,5780.3,100,76,166,57.6453018188477,NA,1719,"NWS_COL",183,"NWS","Northwest_South_America","AND",112,"IB0056_FM6",34,"SABANAS DE SAN ÁNGEL (San Ángel)","MAGDALENA"
"43","1687","Colombia",408.8,408.8,100,76,166,57.6453018188477,NA,1687,"NWS_COL",183,"NWS","Northwest_South_America","AND",2640,"IB0068_PIO3475",73,"ARACATACA","MAGDALENA"
"44","1758","Colombia",5569.7,5569.7,100,76,166,103.732597351074,NA,1758,"NWS_COL",183,"NWS","Northwest_South_America","AND",599,"IB0056_FM6",36,"BECERRIL","CESAR"
"45","1845","Colombia",556.5,556.5,100,76,166,57.6453018188477,NA,1845,"ORI_COL",199,"ORI","Orinoco","AND",847,"IB0056_FM6",39,"CONVENCIÓN","NORTE DE SANTANDER"
"46","1846","Colombia",1359.9,1359.9,100,76,166,103.732597351074,NA,1846,"ORI_COL",199,"ORI","Orinoco","AND",132,"IB0056_FM6",34,"TIBÚ","NORTE DE SANTANDER"
"47","1893","Colombia",2422.9,2422.9,100,76,166,57.6453018188477,NA,1893,"ORI_COL",199,"ORI","Orinoco","AND",576,"IB0056_FM6",37,"SARDINATA","NORTE DE SANTANDER"
"48","1892","Colombia",2133.6,2133.6,100,76,166,57.6453018188477,NA,1892,"ORI_COL",199,"ORI","Orinoco","AND",1344,"IB0056_FM6",42,"LA PLAYA","NORTE DE SANTANDER"
"49","1935","Colombia",2148.5,2148.5,100,76,166,57.6453018188477,NA,1935,"NWS_COL",183,"NWS","Northwest_South_America","AND",1242,"IB0056_FM6",43,"LA ESPERANZA","NORTE DE SANTANDER"
"50","1979","Colombia",297.7,297.7,100,76,166,103.732597351074,NA,1979,"ORI_COL",199,"ORI","Orinoco","AND",1543,"IB0056_FM6",45,"TOLEDO","NORTE DE SANTANDER"
"51","1976","Colombia",2647.4,2647.4,100,76,166,57.6453018188477,NA,1976,"NWS_COL",183,"NWS","Northwest_South_America","AND",84,"IB0056_FM6",34,"PUERTO WILCHES","SANTANDER"
"52","1934","Colombia",6697.8,6697.8,100,76,166,57.6453018188477,NA,1934,"NWS_COL",183,"NWS","Northwest_South_America","AND",50,"IB0056_FM6",34,"RIONEGRO","SANTANDER"
"53","1977","Colombia",3824.8,3824.8,100,76,166,57.6453018188477,NA,1977,"NWS_COL",183,"NWS","Northwest_South_America","AND",840,"IB0056_FM6",38,"RIONEGRO","SANTANDER"
"54","2018","Colombia",1194,1194,100,76,166,57.6453018188477,NA,2018,"NWS_COL",183,"NWS","Northwest_South_America","AND",2486,"IB0006_INRA",61,"MÁLAGA","SANTANDER"
"55","2017","Colombia",1304.6,1304.6,100,76,166,57.6453018188477,NA,2017,"NWS_COL",183,"NWS","Northwest_South_America","AND",1368,"IB0056_FM6",44,"ZAPATOCA","SANTANDER"
"56","2055","Colombia",1883.8,1883.8,100,76,166,57.6453018188477,NA,2055,"NWS_COL",183,"NWS","Northwest_South_America","AND",225,"IB0056_FM6",35,"CIMITARRA","SANTANDER"
"57","2056","Colombia",1766.6,1766.6,100,76,166,57.6453018188477,NA,2056,"NWS_COL",183,"NWS","Northwest_South_America","AND",1087,"IB0056_FM6",40,"LANDÁZURI","SANTANDER"
"58","2057","Colombia",2360.2,2360.2,100,76,166,57.6453018188477,NA,2057,"NWS_COL",183,"NWS","Northwest_South_America","AND",1760,"IB0056_FM6",46,"OIBA","SANTANDER"
"59","2058","Colombia",905.5,905.5,100,76,166,57.6453018188477,NA,2058,"NWS_COL",183,"NWS","Northwest_South_America","AND",2727,"IB0006_INRA",78,"SUSACÓN","BOYACÁ"
"60","2099","Colombia",1441.1,1441.1,100,76,166,57.6453018188477,NA,2099,"NWS_COL",183,"NWS","Northwest_South_America","AND",2832,"IB0006_INRA",75,"MONGUA","BOYACÁ"
"61","2098","Colombia",354.2,354.2,100,76,166,57.6453018188477,NA,2098,"NWS_COL",183,"NWS","Northwest_South_America","AND",2748,"IB0006_INRA",76,"SOTAQUIRÁ","BOYACÁ"
"62","2196","Colombia",6685.1,6685.1,100,76,166,57.6453018188477,NA,2196,"ORI_COL",199,"ORI","Orinoco","AND",1060,"IB0056_FM6",42,"SANTA MARÍA","BOYACÁ"
"63","2096","Colombia",1780.8,1780.8,100,76,166,57.6453018188477,NA,2096,"NWS_COL",183,"NWS","Northwest_South_America","AND",804,"IB0056_FM6",38,"OTANCHE","BOYACÁ"
"64","2144","Colombia",2077.8,2077.8,100,76,166,57.6453018188477,NA,2144,"NWS_COL",183,"NWS","Northwest_South_America","AND",1653,"IB0056_FM6",48,"EL PEÑÓN","CUNDINAMARCA"
"65","2246","Colombia",1788.6,1788.6,100,76,166,57.6453018188477,NA,2246,"ORI_COL",199,"ORI","Orinoco","AND",2792,"IB0006_INRA",77,"PASCA","CUNDINAMARCA"
"66","2194","Colombia",2776.7,2776.7,100,76,166,57.6453018188477,NA,2194,"ORI_COL",199,"ORI","Orinoco","AND",2313,"IB0006_INRA",60,"MADRID","CUNDINAMARCA"
"67","2195","Colombia",4986.3,4986.3,100,76,166,57.6453018188477,NA,2195,"ORI_COL",199,"ORI","Orinoco","AND",2678,"IB0006_INRA",71,"GUASCA","CUNDINAMARCA"
"68","2348","Colombia",3179.6,3179.6,100,76,166,57.6453018188477,NA,2348,"NWS_COL",183,"NWS","Northwest_South_America","AND",1901,"IB0006_INRA",47,"MIRANDA","CAUCA"
"69","2402","Colombia",683.2,683.2,100,76,166,57.6453018188477,NA,2402,"NWS_COL",183,"NWS","Northwest_South_America","AND",2693,"IB0006_INRA",70,"SILVIA","CAUCA"
"70","2401","Colombia",1127.7,1127.7,100,76,166,57.6453018188477,NA,2401,"NWS_COL",183,"NWS","Northwest_South_America","AND",1824,"IB0056_FM6",47,"MORALES","CAUCA"
"71","2457","Colombia",1807.7,1807.7,100,76,166,57.6453018188477,NA,2457,"NWS_COL",183,"NWS","Northwest_South_America","AND",1470,"IB0056_FM6",46,"ARGELIA","CAUCA"
"72","2515","Colombia",2137.4,2137.4,100,76,166,57.6453018188477,NA,2515,"NWS_COL",183,"NWS","Northwest_South_America","AND",1249,"IB0056_FM6",44,"MERCADERES","CAUCA"
"73","2458","Colombia",1072,1072,100,76,166,57.6453018188477,NA,2458,"NWS_COL",183,"NWS","Northwest_South_America","AND",2004,"IB0006_INRA",60,"ROSAS","CAUCA"
"74","2459","Colombia",829.9,829.9,100,76,166,57.6453018188477,NA,2459,"NWS_COL",183,"NWS","Northwest_South_America","AND",2853,"IB0006_INRA",77,"ÁREA EN LITIGIO","NN"
"75","2190","Colombia",1494.1,1494.1,100,76,166,57.6453018188477,NA,2190,"NWS_COL",183,"NWS","Northwest_South_America","AND",1793,"IB0056_FM6",46,"EL CAIRO","VALLE DEL CAUCA"
"76","2242","Colombia",15202.2,15202.2,100,76,166,57.6453018188477,NA,2242,"NWS_COL",183,"NWS","Northwest_South_America","AND",1381,"IB0056_FM6",42,"TRUJILLO","VALLE DEL CAUCA"
"77","2295","Colombia",7329.5,7329.5,100,76,166,57.6453018188477,NA,2295,"NWS_COL",183,"NWS","Northwest_South_America","AND",1626,"IB0056_FM6",45,"GINEBRA","VALLE DEL CAUCA"
"78","2294","Colombia",1285.5,1285.5,100,76,166,57.6453018188477,NA,2294,"NWS_COL",183,"NWS","Northwest_South_America","AND",795,"IB0056_FM6",40,"DAGUA","VALLE DEL CAUCA"
"79","2347","Colombia",466.2,466.2,100,76,166,57.6453018188477,NA,2347,"NWS_COL",183,"NWS","Northwest_South_America","AND",1255,"IB0056_FM6",41,"JAMUNDÍ","VALLE DEL CAUCA"
"80","2574","Colombia",3131.8,3131.8,100,76,166,57.6453018188477,NA,2574,"NWS_COL",183,"NWS","Northwest_South_America","AND",2146,"IB0006_INRA",55,"SANTA CRUZ (Guachavés)","NARIÑO"
